fips,area_sqmi,e_totpop,rpl_theme1,rpl_theme2,rpl_theme3,rpl_theme4,rpl_themes
48201322800,1.201242,6625,0.7985,0.6257,0.8839,0.4696,0.7412
48201322900,0.641593,3972,0.7657,0.8236,0.8805,0.5607,0.8063
48201323000,0.54025,7422,0.9716,0.4354,0.9267,0.9958,0.9783
48201323100,0.791418,3797,0.9436,0.8491,0.8487,0.986,0.9868
48201323200,0.8133,5814,0.7613,0.3813,0.7387,0.6394,0.6934
48201323300,0.505947,3807,0.8647,0.7004,0.8961,0.9403,0.9366
48201323400,0.768248,8035,0.9647,0.6278,0.8663,0.8114,0.9203
48201323500,1.03158,5905,0.972,0.6309,0.8539,0.9133,0.9487
48201323600,1.953819,7829,0.6143,0.6947,0.6006,0.6346,0.6565
48201323701,0.892362,4533,0.3379,0.566,0.556,0.8266,0.5682
48201323702,0.409226,3119,0.6149,0.8498,0.6163,0.3906,0.629
48201323801,0.515689,3809,0.6398,0.7659,0.7814,0.1418,0.5622
48201323802,0.931383,5090,0.7816,0.5539,0.8187,0.943,0.8798
48201323900,1.09555,4197,0.9419,0.8876,0.7487,0.9975,0.9896
48201324000,3.055515,5392,0.5433,0.4695,0.4847,0.4665,0.4969
48201324100,7.309638,5538,0.9662,0.4762,0.8858,0.7859,0.9002
48201324200,2.497092,1146,0.9064,0.6867,0.9658,0.2814,0.77
48201330100,0.993049,9859,0.8075,0.8115,0.8873,0.5183,0.8111
48201330200,1.711217,4263,0.7889,0.5005,0.8935,0.8943,0.8593
48201330301,1.229507,8688,0.6233,0.3382,0.9359,0.117,0.476
48201330302,2.326931,6685,0.7279,0.7864,0.8755,0.4853,0.7517
48201330303,2.059431,4053,0.6406,0.7047,0.7372,0.5684,0.6859
48201330400,1.679451,4897,0.8499,0.7006,0.8558,0.442,0.7705
48201330500,1.04648,5048,0.89,0.5821,0.9174,0.6501,0.8425
48201330600,1.423562,7355,0.8317,0.3631,0.8858,0.2893,0.6507
48201330700,2.367976,9909,0.8315,0.8673,0.8864,0.7057,0.8904
48201330800,12.025065,12649,0.4744,0.3561,0.7357,0.3754,0.4785
48201330900,3.820455,11862,0.773,0.3576,0.79,0.6933,0.7197
48201331100,1.247565,4108,0.9576,0.8617,0.8089,0.7535,0.9301
48201331200,1.369165,3285,0.8528,0.9914,0.5555,0.7804,0.9121
48201331300,1.748623,5460,0.7835,0.4815,0.7389,0.5692,0.7007
48201331400,0.605217,2421,0.9868,0.9975,0.5105,0.3574,0.8737
48201331500,3.583499,9730,0.6421,0.7861,0.5756,0.2452,0.5605
48201331601,1.193869,6934,0.6475,0.8713,0.5616,0.4097,0.6413
48201331602,2.309232,1883,0.8747,0.8186,0.7116,0.9125,0.9253
48201331700,1.968878,4356,0.8728,0.9946,0.6653,0.5377,0.8915
48201331800,0.891575,4208,0.9451,0.9906,0.7075,0.8293,0.9674
48201331900,0.649349,3665,0.8213,0.9559,0.7117,0.4541,0.8093
48201332000,0.853046,6191,0.9653,0.9937,0.7619,0.9354,0.9916
48201332100,0.41493,3424,0.962,0.8602,0.9661,0.15,0.7932
48201332200,1.096794,5229,0.868,0.7227,0.8977,0.3221,0.7548
48201332300,0.452782,3143,0.9006,0.7424,0.8967,0.1736,0.7137
48201332400,1.408125,3906,0.7812,0.565,0.5373,0.2778,0.5739
48201332500,0.740876,3108,0.867,0.729,0.8791,0.8387,0.9096
48201332600,1.276902,7107,0.6789,0.9694,0.9153,0.9735,0.9614
48201332700,0.977616,2385,0.8357,0.6231,0.9828,0.7167,0.8612
48201332800,0.753221,4821,0.9845,0.7895,0.9721,0.9628,0.9889
48201332900,0.712837,5220,0.8296,0.7416,0.9409,0.9749,0.9555
48201333000,0.576778,3425,0.7047,0.4342,0.9172,0.4683,0.6745
48201333100,0.467628,4052,0.8,0.2572,0.9616,0.649,0.7371
48201333201,0.44185,5004,0.8507,0.217,0.9346,0.8584,0.8235
48201333202,0.86408,5803,0.7755,0.3871,0.8793,0.7194,0.7627
48201333300,2.661655,10546,0.8298,0.4514,0.9499,0.8699,0.8742
48201333500,0.730474,6360,0.7578,0.3965,0.9487,0.7449,0.7865
48201333600,1.40085,4058,0.4502,0.6889,0.8068,0.1934,0.4894
48201333700,3.453368,3395,0.8588,0.3609,0.9026,0.2574,0.6557
48201333800,3.312459,10980,0.6803,0.2957,0.9017,0.6892,0.6932
48201333901,1.869909,10291,0.4111,0.1806,0.8785,0.1431,0.347
48201333902,1.536399,8828,0.5137,0.275,0.8122,0.5481,0.5588
48201334001,0.516333,4389,0.5757,0.5486,0.7812,0.6942,0.6757
48201334002,0.512422,2247,0.418,0.0285,0.5145,0.5434,0.3013
48201334003,1.067194,6846,0.5761,0.207,0.7322,0.3844,0.485
48201334100,10.636258,14543,0.6147,0.4162,0.7829,0.7556,0.687
48201340100,3.251988,6677,0.3278,0.23,0.6324,0.3704,0.3545
48201340201,6.826304,1500,0.066,0.1866,0.3919,0.243,0.1434
48201340202,3.298981,4993,0.0606,0.1927,0.4681,0.1872,0.1386
48201340203,4.386683,4543,0.1931,0.0758,0.2251,0.1003,0.076
48201340301,1.374566,4048,0.0317,0.1306,0.3604,0.0136,0.0188
48201340302,1.329689,6701,0.2642,0.4246,0.1085,0.0107,0.0733
48201340400,0.612591,1409,0.0399,0.1278,0.0759,0.0171,0.006
48201340500,1.083815,6861,0.6101,0.2829,0.5838,0.6146,0.5591
48201340600,0.627567,2505,0.2042,0.2115,0.1322,0.0295,0.054
48201340700,1.234738,8147,0.3404,0.5658,0.5492,0.1826,0.3427
48201340800,1.114133,5968,0.184,0.204,0.3827,0.0121,0.0593
48201340900,1.533622,5036,0.5225,0.122,0.6033,0.3376,0.3871
48201341000,1.16805,7980,0.3024,0.2837,0.3156,0.2546,0.2442
48201341100,1.789158,4279,0.478,0.1708,0.6934,0.6524,0.5075
48201341201,3.084142,4029,0.7697,0.3863,0.6004,0.7312,0.6899
48201341202,1.326502,5047,0.2961,0.2105,0.1155,0.4871,0.2498
48201341301,4.478646,5229,0.5769,0.0688,0.4602,0.887,0.5282
48201341302,0.761667,2906,0.5078,0.1869,0.4723,0.7159,0.4835
48201341400,5.182764,5020,0.0332,0.2352,0.0832,0.372,0.1196
48201341501,1.456808,6674,0.123,0.159,0.0595,0.2651,0.1045
48201341502,1.147411,4382,0.0436,0.1069,0.0769,0.1444,0.0426
48201341600,7.34275,6451,0.2982,0.5717,0.2892,0.4167,0.3483
48201341700,1.017444,3268,0.3057,0.6575,0.1425,0.4963,0.3596
48201341800,1.693066,2061,0.3032,0.4834,0.232,0.5601,0.3648
48201342001,1.992196,6826,0.0311,0.1291,0.1984,0.0575,0.029
48201342002,1.41327,3542,0.1971,0.0368,0.2955,0.1153,0.0691
48201342100,1.717298,4212,0.3817,0.313,0.5241,0.2081,0.3141
48201342200,1.110783,3772,0.5446,0.697,0.6639,0.8935,0.7362
48201342300,1.079339,8271,0.7319,0.34,0.6867,0.7648,0.697
48201342400,1.287162,3358,0.4304,0.3082,0.5731,0.6846,0.5042
48201342500,2.473217,5641,0.3134,0.5468,0.0564,0.4535,0.3057
48201342700,1.334735,4863,0.4082,0.6077,0.0765,0.4636,0.3627
48201342800,2.8746,8972,0.1272,0.2187,0.2299,0.0142,0.0348
48201342900,2.29511,6231,0.5423,0.7629,0.3324,0.6996,0.5987
48201343000,2.216792,7070,0.489,0.3712,0.4541,0.7075,0.5253
48201343100,0.778295,4823,0.2687,0.6478,0.3191,0.1467,0.2561
48201343200,1.761955,5233,0.2272,0.1145,0.285,0.0119,0.0428
48201343301,4.446913,4948,0.3441,0.6466,0.4197,0.1268,0.3003
48201343302,1.742975,4978,0.2044,0.135,0.435,0.3601,0.2208
48201343600,20.920226,2969,0.5799,0.7251,0.3215,0.6875,0.6004
48201343700,15.574763,3268,0.6509,0.7613,0.5199,0.2628,0.5509
48201350100,7.717255,17237,0.3631,0.241,0.6526,0.2388,0.3333
48201350200,1.367953,8691,0.6024,0.2986,0.7366,0.1698,0.4426
48201350300,0.880891,6769,0.3232,0.1345,0.6404,0.0102,0.1214
48201350400,1.026383,6758,0.7371,0.6723,0.8072,0.6419,0.7584
48201350500,2.249855,7912,0.7807,0.4467,0.85,0.8322,0.8136
48201350601,5.140156,4702,0.1386,0.4635,0.2689,0.1189,0.1536
48201350602,1.236629,9660,0.2683,0.1808,0.4596,0.0737,0.1555
48201350700,0.553299,2490,0.2625,0.6198,0.1056,0.0088,0.0897
48201350801,0.721888,5582,0.4481,0.4317,0.496,0.2841,0.3948
48201350802,5.685869,8285,0.4901,0.354,0.6456,0.3484,0.4526
48201410100,0.465125,4499,0.3425,0.0536,0.461,0.3259,0.2273
48201410200,0.495228,5237,0.0276,0.013,0.3062,0.1728,0.0227
48201410300,0.393783,2874,0.0255,0.0684,0.1494,0.6781,0.1448
48201410401,0.3394,4050,0.0044,0.032,0.0245,0.0842,0.0015
48201410402,0.280592,2353,0.033,0.0479,0.1984,0.1957,0.047
48201410500,0.424879,4630,0.0424,0.0161,0.1653,0.4917,0.0637
48201410600,0.390554,4458,0.0109,0.0054,0.1723,0.6185,0.0536
48201410701,0.417909,4154,0.2543,0.0289,0.3097,0.7957,0.2611
48201410702,0.351595,2808,0.4285,0.0339,0.3726,0.761,0.3512
48201410800,0.397625,4215,0.1069,0.0358,0.271,0.1978,0.0659
48201410900,0.284993,2869,0.1276,0.0239,0.223,0.244,0.0618
48201411000,0.561184,5298,0.0297,0.0341,0.1718,0.5367,0.0935
48201411100,0.519445,3872,0.0532,0.3266,0.2175,0.2943,0.1503
48201411200,1.313765,1887,0.081,0.2126,0.0377,0.1232,0.0578
48201411300,0.549691,4041,0.058,0.0751,0.3235,0.37,0.1267
48201411400,0.668258,2711,0.0052,0.1425,0.1134,0.2521,0.0599
48201411501,0.589524,6828,0.0468,0.0105,0.1802,0.2467,0.0248
48201411502,0.707725,3792,0.0434,0.0178,0.3485,0.4874,0.0914
48201411600,0.526921,2426,0.0501,0.154,0.0469,0.0717,0.0284
48201411700,0.467474,3208,0.0345,0.0044,0.3192,0.1241,0.0109
48201411800,0.830786,5277,0.0562,0.0925,0.3695,0.2611,0.116
48201411900,0.6987,3173,0.0662,0.0465,0.0352,0.3384,0.0613
48201412000,0.577439,4058,0.0643,0.0804,0.0545,0.3785,0.0856
48201412100,0.46984,2768,-999,0.0006,0.294,-999,-999
48201412200,0.925149,5914,0.0867,0.1308,0.2433,0.6704,0.216
48201412300,0.919315,7021,0.0643,0.2346,0.1215,0.0073,0.014
48201412400,0.651897,4737,0.0002,0.3767,0.1611,0.0115,0.0125
48201412500,0.249669,1596,0.0451,0.1034,0.2846,0.1606,0.0735
48201412600,0.467761,3941,0.0086,0.1877,0.2026,0.0376,0.02
48201412700,0.794404,3547,0.0175,0.2967,0.4051,0.4627,0.2035
48201412800,0.786551,5261,0.0083,0.1469,0.2437,0.0173,0.0094
48201412900,0.783122,4078,0.1213,0.3105,0.5515,0.5559,0.3185
48201413000,0.618084,3921,0.009,0.2735,0.1934,0.2373,0.0975
48201413100,0.551275,3164,0.0819,0.1831,0.1138,0.0994,0.0561
48201413201,0.180557,2701,0.1512,0.0075,0.4271,0.3568,0.0904
48201413202,0.21749,3983,0.2082,0.0494,0.4916,0.395,0.2037
48201413300,1.220634,7779,0.1846,0.1766,0.4594,0.7015,0.3316
48201420100,0.448127,2934,0.5602,0.0638,0.7764,0.84,0.5797
48201420200,0.633075,2736,0.397,0.2164,0.7703,0.5688,0.4787
48201420300,0.925337,3794,0.2472,0.1754,0.1588,0.4003,0.2081
48201420400,0.950637,3647,0.3615,0.2095,0.3585,0.3046,0.2744
48201420500,0.902163,3925,0.9277,0.6332,0.9187,0.9653,0.9604
48201420600,0.465336,2283,0.1579,0.1358,0.5249,0.1118,0.1381
48201420700,0.878755,2998,0.09,0.3628,0.1163,0.0299,0.0445
48201420800,0.811316,2348,0.0165,0.2212,0.2971,0.0134,0.0198
48201420900,1.341833,7061,0.0307,0.118,0.2607,0.1611,0.0682
48201421000,0.718403,2925,0.0031,0.2975,0.2181,0.0106,0.0131
48201421101,0.484427,3228,0.4172,0.0383,0.802,0.7412,0.4591
48201421102,0.323928,5748,0.8304,0.2804,0.966,0.9741,0.9051
48201421201,0.176077,5433,0.7463,0.095,0.957,0.7101,0.6797
48201421202,0.217664,4968,0.833,0.4716,0.991,0.7673,0.8525
48201421300,0.573159,7775,0.8827,0.3572,0.9287,0.9655,0.9215
48201421401,0.11028,3942,0.9002,0.3641,0.9702,0.9925,0.9553
48201421402,0.062257,3801,0.8511,0.4662,0.9874,0.8799,0.9007
48201421403,0.25254,4131,0.8837,0.3986,0.9832,0.9956,0.9608
48201421500,0.589233,7875,0.7056,0.1004,0.929,0.9906,0.8199
48201421600,0.562512,7502,0.843,0.5135,0.9556,0.906,0.9078
48201421700,0.726831,4751,0.3053,0.4219,0.6802,0.4487,0.4347
48201421800,0.451728,4999,0.1188,0.0561,0.4992,0.3181,0.1559
48201421900,0.641797,2531,0.0543,0.5443,0.1176,0.1005,0.1016
48201422000,0.564632,2538,0.114,0.5966,0.3026,0.1661,0.1901
48201422100,0.926305,5400,0.483,0.3338,0.6612,0.2056,0.3973
48201422200,0.685132,5356,0.9491,0.8224,0.8269,0.7121,0.9153
48201422301,0.349768,8193,0.7974,0.3384,0.8806,0.9123,0.8393
48201422302,0.268108,1881,0.2742,0.2431,0.5966,0.263,0.2899
48201422401,0.32014,3911,0.6406,0.7876,0.8787,0.6589,0.7698
48201422402,0.525639,6612,0.6907,0.2364,0.8835,0.8801,0.7498
48201422500,0.71278,7118,0.6953,0.6621,0.7969,0.8064,0.7951
48201422600,0.874826,7929,0.6296,0.3645,0.7716,0.9824,0.8113
48201422701,0.709512,5717,0.7095,0.4447,0.8965,0.5805,0.7035
48201422702,0.496568,3082,0.6394,0.0885,0.6999,0.1748,0.3842
48201422800,0.888297,5015,0.9133,0.3599,0.8152,0.9557,0.9094
48201422900,0.623725,4335,0.8108,0.5794,0.8998,0.8922,0.8842
48201423000,0.688958,6116,0.9658,0.4823,0.9308,0.9835,0.9704
48201423100,0.631453,2523,0.8582,0.2628,0.9533,0.7612,0.808
48201423201,0.748798,3652,0.446,0.2825,0.7154,0.367,0.4445
48201423202,0.561549,8264,0.8718,0.4562,0.8707,0.8632,0.8723
48201423301,0.638627,4631,0.5176,0.2402,0.6479,0.7251,0.5632
48201423302,0.789725,5245,0.582,0.9301,0.6171,0.5381,0.6878
48201423401,0.873961,6077,0.535,0.8382,0.5713,0.9588,0.7938
48201423402,0.592309,4689,0.4448,0.507,0.8598,0.5135,0.5814
48201423500,0.47989,1993,0.5007,0.127,0.6524,0.0178,0.1889
48201423600,1.27452,7320,0.649,0.5288,0.6647,0.789,0.7049
48201430100,1.686674,5983,0.1155,0.284,0.1593,0.8721,0.3253
48201430200,0.276292,1558,0.0497,0.1222,0.3041,0.2383,0.1052
48201430300,1.994062,4814,0.0814,0.3038,0.0375,0.0096,0.0161
48201430400,2.132869,3398,0.0036,0.141,0.1632,0.0136,0.0035
48201430500,0.920995,2696,0.1554,0.3363,0.368,0.5091,0.2834
48201430600,1.448672,3966,0.0167,0.2316,0.3567,0.1485,0.0947
48201430700,0.720288,3911,0.2573,0.6993,0.5124,0.3865,0.403
48201430800,1.305753,5633,0.0397,0.1998,0.338,0.164,0.1031
48201430900,1.085413,5900,0.0683,0.2505,0.3196,0.1339,0.1094
48201431000,1.61185,5877,0.0585,0.1113,0.1844,0.4589,0.1379
48201431101,0.323478,3775,0.1338,0.0935,0.4876,0.212,0.1505
48201431102,0.361162,3923,0.3944,0.8259,0.4943,0.5939,0.5616
48201431201,0.255303,3869,0.3986,0.0653,0.5815,0.7403,0.4192
48201431202,0.510413,5441,0.4091,0.0707,0.3833,0.5745,0.3276
48201431301,0.292168,5820,0.1361,0.046,0.6586,0.3461,0.197
48201431302,0.514454,4255,0.0994,0.1532,0.0977,0.2024,0.0845
48201431401,0.140837,1745,0.2397,0.1235,0.3634,0.4542,0.2465
48201431402,0.27812,3470,0.1318,0.0234,0.249,0.1013,0.0328
48201431501,0.39913,4378,0.0269,0.38,0.1741,0.2975,0.1409
48201431502,0.426199,3433,0.0273,0.0791,0.0886,0.126,0.0275
48201431600,1.135561,2937,0.0061,0.2362,0.0555,0.3555,0.0912
48201431700,1.137929,4596,0.0737,0.2189,0.2636,0.1876,0.1144
48201431801,0.475337,3924,0.0288,0.0523,0.3296,0.3422,0.0962
48201431802,0.526796,4513,0.1591,0.0345,0.4751,0.6777,0.2306
48201431900,0.492221,4357,0.0443,0.0402,0.4095,0.7222,0.1935
48201432001,0.556303,4044,0.2109,0.0532,0.6385,0.4262,0.2454
48201432002,0.272219,4899,0.7066,0.0153,0.8279,0.6388,0.4985
48201432100,0.6191,6026,0.5417,0.1103,0.7527,0.9152,0.6334
48201432200,0.646564,4994,0.4799,0.0605,0.7504,0.4351,0.4009
48201432300,0.676465,7580,0.7035,0.177,0.8097,0.7174,0.6592
48201432400,0.70006,5739,0.5343,0.0446,0.7942,0.8038,0.5455
48201432500,0.641205,5501,0.7609,0.1509,0.8129,0.601,0.6398
48201432600,0.627052,2065,0.4068,0.1965,0.6764,0.8245,0.5463
48201432701,0.444016,6743,0.968,0.5039,0.9761,0.7807,0.918
48201432702,0.444543,4076,0.323,0.0259,0.6811,0.3238,0.2321
48201432801,0.87483,5059,0.7937,0.2048,0.9189,0.8181,0.7677
48201432802,0.500049,6234,0.953,0.7583,0.961,0.9988,0.9942
48201432901,0.565118,2702,0.6517,0.2789,0.8898,0.4604,0.6098
48201432902,0.581199,6353,0.8384,0.2685,0.9371,0.8751,0.8374
48201433001,0.492489,6087,0.9637,0.2233,0.9813,0.9762,0.943
48201433002,0.248428,3772,0.8119,0.0722,0.9958,0.9425,0.8097
48201433003,0.357171,6041,0.9378,0.4361,0.999,0.769,0.9013
48201433100,0.324367,4033,0.7864,0.4386,0.9985,0.9254,0.8977
48201433201,0.423287,5252,0.8515,0.48,0.8935,0.5814,0.7784
48201433202,0.44405,4788,0.7615,0.6928,0.8757,0.8556,0.8639
48201433300,0.935168,5069,0.4519,0.3852,0.7456,0.6658,0.5774
48201433400,0.629194,4785,0.8962,0.2664,0.913,0.5768,0.7544
48201433501,0.473307,5492,0.8618,0.3984,0.9864,0.7627,0.8483
48201433502,0.310278,8588,0.9964,0.5401,0.9753,0.9208,0.9716
48201433600,0.557877,6712,0.8858,0.4993,0.9451,0.9093,0.919
48201440100,2.11646,7115,0.7012,0.0871,0.8361,0.8112,0.6632
48201450100,0.319446,1903,0.0835,0.2028,0.2883,0.1306,0.1006
48201450200,1.044835,5244,0.0677,0.3961,0.2314,0.201,0.1438
48201450300,0.993186,8530,0.4759,0.4742,0.6327,0.2772,0.4462
48201450400,0.749905,4596,0.5794,0.3258,0.7404,0.461,0.5526
48201450500,1.111008,2968,0.0071,0.1772,0.1634,0.094,0.0359
48201450600,0.717559,4060,0.0885,0.2109,0.2492,0.3752,0.1676
48201450700,1.690762,6507,0.0048,0.379,0.0237,0.0953,0.0413
48201450801,0.348763,1615,0.3462,0.1908,0.3646,0.1916,0.2224
48201450802,0.662894,9035,0.6206,0.4637,0.7423,0.7788,0.6966
48201450900,0.626283,3035,0.0933,0.1594,0.4528,0.0646,0.0837
48201451001,0.509036,5495,0.6208,0.2367,0.6634,0.5751,0.5628
48201451002,0.231658,5567,0.6268,0.1431,0.5815,0.4504,0.4643
48201451100,0.922381,4001,0.3021,0.3289,0.3711,0.2045,0.2483
48201451200,0.65168,2731,0.0142,0.1346,0.1721,0.0242,0.0106
48201451300,1.190378,7223,0.2332,0.1724,0.4166,0.1201,0.1594
48201451401,0.418857,3342,0.3871,0.2463,0.4638,0.6647,0.4364
48201451402,0.525296,4748,0.3351,0.1052,0.6144,0.3133,0.2944
48201451403,0.455671,5163,0.0854,0.0163,0.605,0.2927,0.1046
48201451500,0.765625,4723,0.1453,0.0264,0.5325,0.4065,0.1569
48201451601,1.282599,7228,0.1767,0.8125,0.4267,0.5647,0.4301
48201451602,1.648597,9853,0.1497,0.0488,0.5377,0.4732,0.2083
48201451700,0.674682,3673,0.3443,0.112,0.6136,0.5202,0.3621
48201451800,1.828553,5792,0.6164,0.2678,0.8103,0.6848,0.6384
48201451901,0.80043,7527,0.5107,0.3137,0.7089,0.6286,0.5636
48201451902,0.794471,2484,0.3625,0.1356,0.653,0.0357,0.1719
48201452000,0.755661,8360,0.4218,0.0827,0.7253,0.4289,0.3881
48201452100,1.739572,10595,0.3855,0.4886,0.4264,0.9121,0.5874
48201452201,0.526184,5513,0.3865,0.0406,0.7479,0.8391,0.4693
48201452202,0.578116,3739,0.6126,0.1724,0.7257,0.5106,0.5365
48201452300,0.775596,2405,0.5698,0.3643,0.8734,0.4892,0.6031
48201452400,0.868129,8119,0.848,0.7068,0.9461,0.3574,0.7661
48201452500,1.223471,7927,0.9102,0.8947,0.9288,0.9436,0.9791
48201452600,1.0175,8907,0.93,0.5543,0.9128,0.7011,0.8675
48201452700,1.781849,13124,0.6525,0.5949,0.9021,0.7901,0.7826
48201452801,0.618242,5826,0.6519,0.5788,0.8889,0.3629,0.6421
48201452802,0.501373,7013,0.7751,0.4629,0.9564,0.788,0.8255
48201452900,0.507529,4626,0.9582,0.7022,0.9392,0.5323,0.8725
48201453000,1.057627,8200,0.7158,0.1867,0.9715,0.3681,0.6041
48201453100,0.855447,4550,0.925,0.7119,0.9023,0.6908,0.8923
48201453200,0.680514,8720,0.9194,0.5784,0.9352,0.9288,0.9418
48201453300,0.791271,3471,0.9804,0.6485,0.9241,0.6961,0.9147
48201453401,0.368081,3182,0.8175,0.6349,0.8353,0.6428,0.7986
48201453402,0.929333,8316,0.7565,0.4095,0.8686,0.6655,0.7373
48201453403,0.26405,4680,0.9348,0.5463,0.9602,0.8972,0.9322
48201453501,0.591205,6684,0.6728,0.2446,0.8653,0.8249,0.7145
48201453502,0.504608,3759,0.6978,0.5685,0.8162,0.4082,0.6561
48201453601,0.462308,2466,0.9363,0.6167,0.9202,0.4857,0.8262
48201453602,0.987916,8424,0.9075,0.7179,0.8891,0.6622,0.8735
48201453700,0.901077,9804,0.7283,0.3283,0.9195,0.7353,0.7398
48201453800,0.700278,4312,0.8401,0.7351,0.8588,0.7146,0.8537
48201453900,1.258511,11216,0.6538,0.1699,0.9583,0.5229,0.6162
48201454000,0.803457,5433,0.6329,0.2601,0.8298,0.0792,0.4126
48201454100,0.66899,3994,0.1869,0.2051,0.7284,0.3422,0.3041
48201454200,0.564755,4542,0.3571,0.2193,0.7205,0.0919,0.2654
48201454301,1.525559,12059,0.4727,0.5045,0.7672,0.6102,0.6012
48201454302,1.061945,6528,0.3963,0.2932,0.7029,0.0925,0.2999
48201454400,12.658349,924,0.0292,0.1513,0.6151,0.1899,0.1421
48201454501,4.407635,9322,0.0418,0.1301,0.2925,0.0353,0.0273
48201454502,2.901998,2597,0.1359,0.1572,0.3487,0.0211,0.0467
48201454600,1.29298,4898,0.0372,0.3413,0.5184,0.2987,0.2045
48201454700,1.324454,6851,0.1391,0.096,0.1796,0.062,0.0478
48201454800,1.132968,8191,0.3867,0.5671,0.3946,0.2574,0.3564
48201454900,1.791556,12169,0.2274,0.2584,0.5761,0.1815,0.236
48201455000,0.503565,2916,0.1963,0.1046,0.4212,0.3008,0.1905
48201455101,1.054868,7307,0.4773,0.1996,0.5947,0.3794,0.4028
48201455102,0.621842,2895,0.132,0.0452,0.4239,0.1694,0.0995
48201455200,1.077793,4517,0.279,0.4239,0.3294,0.1786,0.2389
48201455300,2.108783,8839,0.1267,0.1019,0.5212,0.7631,0.3143
48201510100,0.574753,2188,0.0796,0.017,0.403,0.8277,0.1922
48201510200,1.366276,6705,0.0906,0.0255,0.4233,0.451,0.1298
48201510300,0.918389,5043,0.0073,0.0831,0.087,0.2296,0.0424
48201510400,0.570888,3891,0.0754,0.0241,0.2309,0.3572,0.0716
48201510500,0.673416,3325,0.1391,0.0172,0.3104,0.338,0.0839
48201510600,0.804711,6203,0.02,0.0046,0.3298,0.0969,0.0054
48201510700,0.417733,4544,0.0127,0.0084,0.1436,0.2831,0.0173
48201510800,3.410957,7958,0.0119,0.0247,0.0914,0.6209,0.0745
48201510900,2.100185,7075,0.0806,0.01,0.4738,0.0996,0.0288
48201511001,0.881287,3246,0.1827,0.1371,0.3936,0.2503,0.1757
48201511002,0.811221,4261,0.0263,0.0762,0.2496,0.3163,0.0877
48201511100,0.724852,3506,0.0687,0.0377,0.5247,0.6094,0.1924
48201511200,0.806879,5225,0.0668,0.0218,0.158,0.0539,0.0069
48201511301,0.697992,3985,0.1781,0.1843,0.144,0.1199,0.0972
48201511302,0.613347,3863,0.0979,0.0238,0.1092,0.5538,0.0966
48201511400,0.442523,3190,0.1706,0.0554,0.3713,0.4111,0.174
48201511500,1.189444,8020,0.1389,0.0737,0.4619,0.2285,0.1404
48201511600,0.752689,3576,0.5557,0.1804,0.7592,0.583,0.5444
48201520100,1.139528,1917,0.1948,0.2283,0.4753,0.203,0.2053
48201520200,0.726778,3360,0.1462,0.1358,0.5503,0.2647,0.1941
48201520300,0.571493,5525,0.7695,0.1902,0.8053,0.9837,0.8328
48201520400,0.787872,3420,0.8217,0.4942,0.8699,0.9363,0.8929
48201520500,2.894068,9298,0.9042,0.4581,0.917,0.9783,0.9462
48201520601,0.758628,2781,0.9518,0.6284,0.9149,0.5797,0.8589
48201520602,0.520174,5987,0.8474,0.6629,0.9143,0.5408,0.8068
48201520700,0.759723,4072,0.3796,0.5532,0.5976,0.5118,0.4856
48201521000,0.455042,2426,0.8745,0.5763,0.8049,0.8197,0.8633
48201521100,0.230835,2291,0.8722,0.3925,0.9107,0.896,0.8838
48201521200,0.724759,5762,0.7544,0.3773,0.921,0.8638,0.8191
48201521300,1.125956,5696,0.7321,0.7278,0.8497,0.8744,0.8616
48201521400,0.586901,7554,0.9835,0.6541,0.9811,0.6282,0.9142
48201521500,0.785253,6036,0.6734,0.2902,0.824,0.661,0.6663
48201521600,2.577175,3498,0.8196,0.344,0.8481,0.2379,0.6142
48201521700,2.120167,6867,0.9058,0.2618,0.8952,0.6405,0.7728
48201521800,2.714866,5545,0.398,0.0351,0.8028,0.8158,0.4691
48201521900,1.472131,6705,0.4343,0.1337,0.6609,0.7205,0.4877
48201522000,0.774136,4713,0.3934,0.7667,0.723,0.8479,0.6866
48201522100,0.89002,7672,0.5293,0.6256,0.7712,0.9419,0.7771
48201522201,0.628912,4032,0.6695,0.886,0.8036,0.4433,0.7264
48201522202,0.682816,4085,0.8969,0.5507,0.8535,0.935,0.9236
48201522301,0.535086,4000,0.6672,0.5012,0.8034,0.8352,0.7632
48201522302,0.500107,3847,0.639,0.231,0.8363,0.6453,0.6331
48201522401,1.054741,5809,0.5003,0.4788,0.6452,0.4571,0.5238
48201522402,1.093492,3840,0.497,0.2421,0.7867,0.5419,0.5351
48201522500,1.488273,5112,0.0138,0.1881,0.0744,0.1166,0.0371
48201530100,1.002039,6550,0.7837,0.2306,0.9386,0.7146,0.7381
48201530200,1.364202,3679,0.2902,0.2113,0.447,0.7919,0.4228
48201530300,0.709002,2358,0.9396,0.7342,0.8917,0.9087,0.951
48201530400,0.614424,2954,0.9401,0.9052,0.948,0.9781,0.9917
48201530500,0.910606,5405,0.8252,0.9056,0.9524,0.991,0.986
48201530600,1.192142,3597,0.9071,0.7841,0.8307,1,0.9912
48201530700,1.076764,5601,0.8818,0.6139,0.9405,0.9887,0.9677
48201530800,1.777583,4350,0.6239,0.5679,0.8208,0.8811,0.7825
48201530900,0.7726,4396,0.4061,0.2348,0.6326,0.9215,0.595
48201531000,0.92133,3905,0.1282,0.158,0.3477,0.22,0.1442
