GEOID,TotPop,TotUnder5,Hispanic,BlackAloneOrCombo,AsianAloneOrCombo,AmerIndAloneorCombo,NatHawAloneOrCombo,ratioUnder5
48419950500,3565,338,166,93,63,26,0,9.481065919
48419950600,3233,258,240,690,0,0,0,7.980204145
48421950200,3058,190,1302,42,63,7,0,6.213211249
48423000100,6485,578,3320,2354,13,42,8,8.912875867
48423000201,4603,621,931,3534,0,21,0,13.49120139
48423000202,1866,183,587,1150,14,7,0,9.807073955
48423000300,5689,648,4060,1269,29,1,0,11.39040253
48423000400,2636,294,1244,1169,56,0,0,11.15326252
48423000500,2809,159,842,1049,0,4,0,5.660377358
48423000600,2506,268,1682,374,0,64,0,10.6943336
48423000700,4165,248,555,2833,0,91,0,5.954381753
48423000800,5819,654,1563,1143,44,57,0,11.23904451
48423000900,5027,295,1622,1428,48,65,11,5.86831112
48423001000,5770,362,696,1042,144,103,0,6.273830156
48423001101,3874,262,708,265,43,16,0,6.763035622
48423001102,2614,239,254,113,42,23,0,9.143075746
48423001200,3500,136,557,482,0,32,0,3.885714286
48423001300,2308,183,461,293,85,109,0,7.928942808
48423001401,8640,328,326,411,182,131,0,3.796296296
48423001403,7432,526,947,500,0,0,17,7.077502691
48423001404,6738,537,548,475,90,89,0,7.969723954
48423001500,5455,432,219,804,0,14,0,7.919340055
48423001601,7442,789,2931,1795,0,8,0,10.60198871
48423001602,4270,57,367,1092,301,74,0,1.334894614
48423001604,6984,258,2923,1713,49,4,10,3.694158076
48423001700,9369,729,5056,1494,55,9,0,7.780979827
48423001801,7460,320,988,2511,120,90,0,4.289544236
48423001802,7866,733,1297,688,22,55,0,9.318586321
48423001803,4665,225,349,551,393,30,0,4.823151125
48423001901,6054,219,424,1284,209,45,0,3.617443013
48423001905,9182,472,568,686,464,39,0,5.140492267
48423001906,5357,452,538,230,65,42,0,8.437558335
48423001907,6484,254,357,293,36,63,0,3.917334978
48423001908,11387,673,803,1725,110,92,0,5.910248529
48423002003,4170,243,464,1408,171,29,0,5.827338129
48423002004,2742,70,269,204,25,15,0,2.552881109
48423002006,3854,275,256,640,116,16,0,7.135443695
48423002007,8447,544,1321,728,815,88,228,6.440156268
48423002008,6814,605,391,1547,419,39,0,8.878778984
48423002009,8440,607,1032,562,141,53,0,7.191943128
48423002101,4493,391,797,1009,0,19,0,8.702425996
48423002102,5518,323,262,487,8,137,0,5.853570134
48423002200,6081,304,862,130,0,104,33,4.999177767
48423980000,0,0,0,0,0,0,0,0
48425000100,7030,430,1347,56,35,27,110,6.116642959
48425000200,1713,74,301,0,0,88,0,4.319906597
48427950101,1197,146,1173,0,0,15,0,12.19715957
48427950104,4982,569,4914,8,0,7,0,11.42111602
48427950105,4533,461,4493,0,0,0,0,10.16986543
48427950106,3052,426,3033,0,0,0,0,13.95806029
48427950107,4013,426,4013,0,0,0,0,10.61549963
48427950108,3449,348,3368,0,27,0,0,10.08988112
48427950202,2846,179,2846,16,0,9,0,6.289529164
48427950203,4861,349,4861,0,0,0,0,7.179592676
48427950204,5165,610,5155,0,0,0,0,11.81026137
48427950401,5456,571,5421,5,6,0,0,10.46554252
48427950402,5259,536,5158,0,62,0,0,10.19205172
48427950500,4582,325,4555,23,17,24,0,7.092972501
48427950600,7434,630,7261,13,0,0,0,8.474576271
48427950701,3935,638,3935,0,0,26,0,16.21346887
48427950702,3130,246,3113,0,0,0,0,7.85942492
48429950200,4253,274,1262,326,29,19,0,6.442511169
48429950300,1747,123,638,42,31,20,0,7.040641099
48429950500,3372,82,299,103,7,90,0,2.431791222
48431950100,1141,69,516,6,0,16,0,6.047326906
48433950300,1385,63,256,48,0,37,0,4.548736462
48435950300,3865,253,2385,21,0,19,0,6.545924968
48437950200,1890,102,466,150,5,212,0,5.396825397
48437950300,4281,317,2028,500,9,235,8,7.40481196
48437950400,1313,58,760,48,7,3,0,4.417364813
48439100101,6089,475,4469,0,355,79,0,7.800952537
48439100102,4501,348,2881,8,39,66,0,7.731615197
48439100201,4636,465,4334,108,0,45,0,10.03019845
48439100202,5458,474,5160,91,0,0,0,8.684499817
48439100300,5278,465,4371,654,0,4,0,8.810155362
48439100400,6097,663,5838,78,0,4,0,10.87420043
48439100501,11338,1352,7331,1985,172,105,0,11.92450168
48439100502,7897,549,6748,59,156,155,0,6.952007091
48439100601,2493,134,465,76,20,12,0,5.37505014
48439100602,3773,136,1354,512,48,87,0,3.604558707
48439100700,4637,186,2961,343,0,35,0,4.011214147
48439100800,6566,469,5986,95,98,116,0,7.142857143
48439100900,1913,131,1808,7,4,0,0,6.847882906
48439101201,1997,207,1126,195,98,0,0,10.36554832
48439101202,5060,228,3776,332,31,229,0,4.505928854
48439101301,5268,249,1437,1748,75,56,20,4.726651481
48439101302,3261,287,1337,1103,12,20,0,8.800981294
48439101401,5358,294,1686,1792,80,61,0,5.48712206
48439101402,3626,291,2587,751,0,46,0,8.025372311
48439101403,5203,503,2816,1455,245,66,0,9.66749952
48439101500,3900,300,2033,624,301,16,0,7.692307692
48439101700,2745,317,830,1367,62,47,6,11.54826958
48439102000,2966,79,535,160,176,32,0,2.663519892
48439102100,5756,162,1088,745,78,110,0,2.814454482
48439102201,3429,172,587,63,0,24,0,5.016039662
48439102202,2940,181,242,117,126,2,11,6.156462585
48439102301,3453,246,1569,721,11,16,0,7.124239791
48439102302,5449,491,2093,723,194,41,37,9.010827675
48439102401,4536,428,1007,859,147,27,0,9.435626102
48439102402,4612,335,479,158,155,0,0,7.263660017
48439102500,3279,136,1029,1958,116,0,0,4.147605977
48439102601,4020,234,1815,581,74,202,0,5.820895522
48439102602,3813,227,1741,245,9,58,0,5.953317598
48439102700,3610,234,488,99,144,43,12,6.48199446
48439102800,1363,62,98,3,24,11,0,4.548789435
48439103500,5835,481,4295,895,41,243,0,8.24335904
48439103601,2996,313,1174,1819,8,44,0,10.44726302
48439103602,2410,136,1044,1349,0,116,0,5.643153527
48439103701,3967,381,2875,965,88,96,0,9.604234938
48439103702,2700,319,1430,1168,4,5,0,11.81481481
48439103800,3495,306,1096,1723,273,34,0,8.755364807
48439104100,3443,322,1342,130,230,16,50,9.352309033
48439104201,6343,118,659,431,228,53,35,1.860318461
48439104202,3376,221,709,119,181,52,31,6.546208531
48439104300,5921,210,970,487,120,185,0,3.546698193
48439104400,5303,413,3083,196,30,108,0,7.788044503
48439104502,2787,176,2183,367,0,7,0,6.315034087
48439104503,2709,198,2629,76,17,0,0,7.3089701
48439104504,3082,295,2651,147,17,32,0,9.571706684
48439104505,4555,470,1988,2330,20,54,0,10.3183315
48439104601,4526,590,2607,1739,0,9,0,13.03579319
48439104602,5069,473,3375,1298,66,0,0,9.331229039
48439104603,3872,272,3204,441,43,0,0,7.024793388
48439104604,3257,296,1522,1757,16,0,0,9.0881179
48439104605,4898,202,1697,2815,93,5,77,4.124132299
48439104701,4434,323,4147,25,65,67,0,7.284618854
48439104702,3246,308,2828,95,37,64,51,9.488601356
48439104802,5899,588,4392,251,165,33,6,9.967791151
48439104803,6898,704,5364,143,416,59,0,10.20585677
48439104804,2893,297,2340,37,73,8,0,10.2661597
48439104900,3010,229,2274,79,109,10,0,7.607973422
48439105001,6322,539,5796,197,63,38,0,8.52578298
48439105006,2342,110,1382,453,11,115,0,4.696840307
48439105007,5201,505,1108,854,509,61,0,9.709671217
48439105008,9147,828,2255,1362,1224,248,42,9.052148245
48439105201,5519,557,2831,1400,104,38,0,10.09240804
48439105203,2456,233,1040,430,28,14,0,9.486970684
48439105204,3181,316,677,1167,119,0,0,9.933983024
48439105205,5872,695,1649,2340,67,93,27,11.83583106
48439105403,6868,505,557,147,530,61,0,7.352941176
48439105404,4115,221,213,138,152,64,8,5.370595383
48439105405,3871,312,558,687,175,12,0,8.059932834
48439105406,5116,158,637,309,127,40,36,3.088350274
48439105502,6302,447,1906,903,114,12,0,7.092986354
48439105503,5948,294,1524,716,161,24,0,4.942837929
48439105505,5472,548,1112,1245,694,0,23,10.01461988
48439105507,6992,165,727,406,665,34,0,2.359839817
48439105508,7273,914,1580,1745,518,207,0,12.56702874
48439105510,8145,477,1765,3060,654,11,61,5.856353591
48439105511,6319,398,1809,2488,97,30,0,6.298464947
48439105512,4391,211,945,931,129,2,0,4.805283535
48439105513,3027,335,535,1215,165,50,0,11.0670631
48439105514,2700,149,688,672,173,29,14,5.518518519
48439105600,5818,624,3187,370,27,111,0,10.72533517
48439105701,4170,247,1748,667,47,52,41,5.923261391
48439105703,3609,86,1355,952,89,8,0,2.38293156
48439105704,8485,770,3682,3075,238,50,60,9.074837949
48439105800,4400,348,3417,85,74,118,0,7.909090909
48439105901,3726,267,2991,335,0,0,0,7.165861514
48439105902,6967,673,1696,1968,2086,80,24,9.659824889
48439106001,8731,1191,4070,3008,126,81,0,13.64104914
48439106002,3533,224,1621,1823,31,10,0,6.340220776
48439106004,6935,879,3140,2282,138,10,0,12.67483778
48439106101,1790,126,655,1142,0,33,0,7.039106145
48439106102,3921,594,1920,1382,10,18,0,15.14919663
48439106201,3935,329,1327,2477,38,47,0,8.360864041
48439106202,5290,417,424,4302,32,26,0,7.882797732
48439106300,3329,348,512,2709,60,40,0,10.45358967
48439106400,3081,266,1593,509,37,6,15,8.633560532
48439106502,3058,205,558,1137,183,76,102,6.703727927
48439106503,4861,333,694,2799,13,51,32,6.850442296
48439106507,1998,61,239,368,111,22,0,3.053053053
48439106509,5621,634,854,2077,534,145,24,11.27913183
48439106510,9205,783,1595,1408,1533,17,16,8.506246605
48439106511,9280,840,2224,3784,491,219,0,9.051724138
48439106512,4710,351,555,2493,168,39,11,7.452229299
48439106513,3360,275,543,2028,72,6,0,8.18452381
48439106514,5703,370,704,3740,179,15,0,6.487813432
48439106515,3873,400,998,1648,257,99,0,10.32791118
48439106516,5183,552,1464,3011,260,70,0,10.65020259
48439106517,9384,745,1875,3083,1059,183,92,7.939045183
48439106518,5494,457,1196,1843,974,39,14,8.318165271
48439106600,2380,318,944,284,49,100,33,13.36134454
48439106700,2102,190,674,220,19,47,0,9.039010466
48439110101,7042,465,2143,652,965,28,0,6.603237717
48439110102,3869,305,1875,123,331,72,0,7.883173947
48439110202,4120,161,2307,60,291,9,0,3.90776699
48439110203,8958,657,2544,1137,993,0,0,7.33422639
48439110204,7068,634,3772,594,664,0,22,8.970005659
48439110301,4282,347,2509,92,579,80,0,8.103689865
48439110302,4884,396,3044,84,421,63,17,8.108108108
48439110401,4934,386,1446,91,15,31,0,7.823267126
48439110402,5250,523,3174,146,83,180,0,9.961904762
48439110500,8497,467,4258,102,83,84,0,5.496057432
48439110600,2653,168,759,110,54,11,37,6.332453826
48439110701,6966,640,1710,413,197,70,0,9.187482056
48439110703,5646,453,1830,223,132,359,12,8.023379384
48439110704,4784,377,1269,492,199,50,0,7.880434783
48439110805,6359,731,1269,369,344,30,0,11.49551816
48439110806,5630,421,962,427,134,112,16,7.477797513
48439110807,7227,816,1485,1127,701,58,0,11.29099211
48439110808,3614,233,415,339,90,4,0,6.447149972
48439110809,2079,209,186,29,67,0,0,10.05291005
48439110901,4392,124,419,233,48,11,0,2.823315118
48439110903,1594,95,98,208,40,9,15,5.959849435
48439110905,4866,538,595,175,210,54,0,11.05630908
48439110906,4805,227,808,129,118,74,9,4.724245578
48439110907,3393,380,346,176,68,5,0,11.19952844
48439111003,3002,201,998,523,87,29,0,6.695536309
48439111005,10131,844,3565,4655,346,84,0,8.33086566
48439111008,9384,645,1892,2502,228,47,0,6.873401535
48439111010,3538,154,897,160,0,27,0,4.352741662
48439111011,10164,876,2527,4892,725,41,0,8.618654073
48439111012,9945,758,3068,3950,607,47,97,7.621920563
48439111013,9833,728,2596,3116,400,107,0,7.403640801
48439111015,2223,136,526,240,39,6,0,6.117858749
48439111016,10886,953,1494,1048,291,172,149,8.754363403
48439111017,11461,601,1492,3796,1193,130,0,5.243870517
48439111018,2471,124,520,394,22,63,0,5.018211251
48439111102,5729,434,2755,2688,0,33,0,7.575493105
48439111103,4657,452,2610,1619,16,0,0,9.705819197
48439111104,2570,114,873,1442,6,9,0,4.435797665
48439111202,6252,358,3181,1590,18,21,0,5.726167626
48439111203,6889,692,1899,1388,165,266,0,10.04499927
48439111204,5118,377,481,159,37,14,0,7.366158656
48439111301,10001,416,1790,1082,74,0,0,4.159584042
48439111304,7891,277,1061,798,549,58,58,3.510328222
48439111306,5222,367,1316,618,98,114,0,7.027958637
48439111307,3390,415,783,1055,54,56,12,12.24188791
48439111308,1546,129,187,200,27,10,0,8.344113842
48439111309,4916,313,2033,629,68,9,21,6.366965012
48439111310,10498,918,2109,4262,992,300,0,8.744522766
48439111311,6665,499,971,879,260,103,38,7.486871718
48439111312,3423,168,230,142,88,4,0,4.90797546
48439111313,10420,411,1754,3198,842,84,24,3.944337812
48439111314,7015,544,1376,2006,694,131,0,7.754811119
48439111402,5896,199,940,1360,76,45,0,3.375169607
48439111404,9573,724,1613,2172,558,112,14,7.562937428
48439111405,2556,312,663,223,34,35,17,12.20657277
48439111406,4412,136,482,803,181,36,9,3.082502267
48439111407,3436,233,432,458,275,30,0,6.781140861
48439111408,3573,228,435,838,73,0,0,6.381192275
48439111409,5679,345,708,724,579,35,30,6.075013207
48439111505,4733,283,314,966,155,71,15,5.979294317
48439111506,6623,402,1044,1025,239,45,0,6.069756908
48439111513,4186,280,1281,994,533,53,0,6.688963211
48439111514,6952,372,2254,2231,962,163,0,5.350978136
48439111516,7364,235,1804,2376,911,172,0,3.191200435
48439111521,8410,563,3459,2675,878,91,0,6.694411415
48439111522,8165,520,4991,746,873,38,17,6.368646663
48439111523,9988,672,2587,4626,1489,111,0,6.728073688
48439111524,7657,726,3245,1883,660,61,37,9.481520178
48439111525,6641,335,2354,1886,812,147,24,5.044421021
48439111526,4352,356,1070,766,124,58,12,8.180147059
48439111529,4302,191,1272,113,211,86,62,4.439795444
48439111530,6601,230,414,669,706,29,0,3.484320557
48439111531,4818,236,402,602,422,23,0,4.898298049
48439111532,7319,310,1193,670,470,56,52,4.235551305
48439111533,4981,206,1036,576,214,186,0,4.13571572
48439111534,6610,492,1332,955,177,67,90,7.443267776
48439111536,3318,286,1236,1457,387,52,0,8.619650392
48439111537,6511,521,1254,2778,1493,143,0,8.001843035
48439111538,6112,278,1783,2570,409,0,0,4.548429319
48439111539,9442,393,2364,3055,1524,166,0,4.16225376
48439111540,7180,446,2654,1779,1092,0,0,6.211699164
48439111541,3999,216,1081,1455,297,25,38,5.401350338
48439111542,7157,526,1963,2585,857,75,33,7.349448093
48439111543,7325,656,1336,3444,912,1,40,8.955631399
48439111544,7912,646,2068,2789,268,60,74,8.164812942
48439111545,2371,37,134,76,206,37,4,1.560522986
48439111546,6513,340,838,622,545,53,0,5.220328574
48439111547,19240,1259,5356,7649,2959,225,68,6.543659044
48439111548,8544,569,1334,3479,1988,42,222,6.659644195
48439111549,10960,868,2201,4056,1188,26,16,7.919708029
48439111550,14163,1252,3010,6426,1695,85,16,8.839935042
48439111551,7013,492,677,1616,1006,69,0,7.015542564
48439111552,3383,162,281,344,72,9,0,4.788649128
48439111553,3717,219,679,941,250,31,16,5.891848265
48439113001,3149,35,420,645,152,0,45,1.111463957
48439113002,7206,679,3941,2530,146,93,0,9.422703303
48439113102,4203,164,652,1019,222,40,8,3.90197478
48439113104,4143,355,661,1572,209,39,19,8.568670046
48439113107,2039,94,198,113,44,0,0,4.610102992
48439113108,4632,335,447,312,407,10,8,7.232297064
48439113109,4284,407,849,1452,268,21,126,9.500466853
48439113110,4371,394,987,1680,153,135,0,9.013955617
48439113111,4904,327,1102,2567,157,118,31,6.668026101
48439113112,2337,134,376,605,96,41,36,5.733846812
48439113113,3766,204,298,2264,239,50,0,5.416887945
48439113114,4191,200,489,1398,235,19,0,4.772130756
48439113115,3426,265,1384,899,200,0,43,7.734967893
48439113116,5324,561,1176,1826,567,52,8,10.53719008
48439113206,5703,422,1680,425,487,34,0,7.399614238
48439113207,4101,228,459,105,65,41,0,5.559619605
48439113210,7348,389,692,388,306,149,0,5.293957539
48439113212,4719,332,849,174,23,57,0,7.035388854
48439113213,3577,320,968,117,105,139,0,8.946044171
48439113214,5605,498,1170,593,276,68,26,8.884924175
48439113215,5034,199,725,331,192,8,0,3.953118792
48439113216,5084,324,999,393,290,90,36,6.372934697
48439113217,4564,161,699,480,327,75,21,3.527607362
48439113218,3361,156,365,181,312,54,0,4.641475751
48439113220,7354,629,2027,999,902,259,363,8.553168344
48439113221,5533,364,595,295,172,54,122,6.578709561
48439113301,4223,197,820,289,53,101,0,4.664930144
48439113302,4753,413,1862,235,358,37,244,8.689248895
48439113403,2931,257,1009,79,41,14,0,8.768338451
48439113404,5895,420,1241,680,265,72,0,7.124681934
48439113405,6236,406,1951,544,115,134,0,6.510583708
48439113407,5923,736,2907,829,163,103,0,12.4261354
48439113408,5408,309,1113,499,77,205,30,5.713757396
48439113509,4422,272,1513,293,391,19,112,6.151062867
48439113510,4445,262,957,549,1103,71,51,5.894263217
48439113511,4131,360,467,920,628,16,123,8.71459695
48439113512,5908,341,1487,634,295,153,101,5.7718348
48439113513,5813,540,1766,331,916,72,183,9.289523482
48439113514,4559,306,1394,722,697,145,405,6.711998245
48439113516,4700,195,1090,299,303,118,189,4.14893617
48439113517,3901,242,598,621,506,34,0,6.203537554
48439113518,5960,568,1554,1303,706,56,27,9.530201342
48439113519,6705,336,992,441,1068,50,0,5.011185682
48439113520,4782,283,610,579,543,18,0,5.918025931
48439113607,4180,255,665,779,142,131,0,6.100478469
48439113610,13480,807,558,397,522,31,0,5.986646884
48439113611,4310,160,364,199,168,29,0,3.712296984
48439113612,4350,143,290,40,100,6,0,3.287356322
48439113613,4100,280,644,128,95,62,0,6.829268293
48439113618,5722,271,805,730,359,33,0,4.736106257
48439113619,5947,610,1326,2096,104,214,0,10.25727257
48439113622,6952,348,200,30,564,0,0,5.00575374
48439113623,3137,149,404,73,103,50,0,4.749760918
48439113624,4826,381,717,313,606,19,27,7.894736842
48439113625,3326,119,154,57,123,14,0,3.577871317
48439113626,3927,159,546,109,295,38,0,4.048892284
48439113627,6238,288,896,1244,592,116,46,4.61686438
48439113628,4884,326,636,1436,364,112,359,6.674856675
48439113629,4591,235,826,426,153,0,0,5.118710521
48439113630,3872,321,496,569,329,51,0,8.290289256
48439113631,7028,596,3049,799,445,200,0,8.480364257
48439113632,5168,311,414,228,285,68,29,6.017801858
48439113633,4426,165,505,207,649,206,0,3.72797108
48439113634,5415,330,131,177,378,27,0,6.094182825
48439113703,11133,194,2268,1127,778,129,0,1.742567143
48439113705,6485,244,3053,134,176,132,0,3.762528913
48439113707,5338,345,455,381,192,87,0,6.463094792
48439113709,5203,287,591,129,598,180,26,5.516048434
48439113710,4362,277,1232,410,241,110,0,6.350298028
48439113711,4320,190,533,65,401,57,0,4.398148148
48439113803,5814,586,1189,386,202,173,11,10.07911937
48439113808,6412,389,1241,125,386,352,0,6.066749844
48439113809,4787,262,1210,146,172,163,0,5.473156465
48439113810,4757,487,1196,47,414,136,8,10.23754467
48439113811,4205,213,1066,922,137,351,41,5.065398335
48439113812,5728,358,422,36,325,60,0,6.25
48439113813,5194,273,388,55,404,105,26,5.25606469
48439113814,4650,295,424,205,386,77,0,6.344086022
48439113815,6421,384,721,187,275,22,0,5.980376888
48439113816,5293,167,277,111,272,45,0,3.155110523
48439113906,6246,226,374,113,1195,117,16,3.618315722
48439113907,9470,515,598,180,2020,14,0,5.438225977
48439113908,5715,315,273,186,918,33,10,5.511811024
48439113909,7301,674,246,226,1045,82,0,9.231612108
48439113910,10606,620,848,271,666,71,0,5.84574769
48439113911,9458,617,1145,406,1275,14,0,6.523577923
48439113912,6394,455,603,72,232,30,0,7.116046293
48439113916,4311,310,1089,439,264,61,0,7.190906982
48439113917,8080,707,1767,959,1018,136,21,8.75
48439113918,5743,547,1770,441,546,0,0,9.524638691
48439113919,7684,535,1269,507,814,168,11,6.962519521
48439113920,6088,468,939,528,857,34,0,7.687253614
48439113921,26246,2141,4222,2590,2954,205,0,8.157433514
48439113922,19562,1176,3458,2727,1740,758,191,6.01165525
48439113923,3946,281,1342,334,433,98,10,7.121135327
48439113924,5298,245,1073,696,628,39,0,4.624386561
48439113925,4173,344,1316,541,160,73,0,8.243469926
48439113926,22404,2070,4681,3475,2105,529,0,9.239421532
48439113927,16700,1698,2654,1886,1348,243,0,10.16766467
48439113928,10966,1034,1867,990,1146,72,0,9.429144629
48439113929,9228,640,1098,1038,512,85,38,6.935413958
48439114003,9284,515,3431,943,428,95,43,5.547177941
48439114005,9352,920,3013,445,499,0,29,9.837467921
48439114006,7215,559,1496,137,69,65,0,7.747747748
48439114007,17264,1049,5632,1547,1308,230,24,6.076227989
48439114008,16264,1735,6222,2407,794,727,107,10.66773242
48439114102,8693,508,1367,463,329,123,0,5.843782354
48439114103,27770,1873,4556,2705,951,1068,48,6.744688513
48439114104,9184,661,1035,636,112,105,0,7.197299652
48439114203,5261,420,487,32,6,79,0,7.983273142
48439114204,6753,542,446,58,36,13,0,8.026062491
48439114205,3102,234,568,1,0,16,0,7.543520309
48439114206,5065,151,1027,110,116,88,0,2.98124383
48439114207,6353,342,1090,613,200,25,0,5.383283488
48439121601,8066,347,2047,805,124,14,112,4.30200843
48439121604,6770,505,1519,1472,270,32,31,7.459379616
48439121605,2791,184,501,171,72,37,0,6.592619133
48439121606,3367,119,524,384,286,15,41,3.534303534
48439121608,5557,203,551,550,328,30,32,3.653050207
48439121609,5775,297,226,534,624,109,0,5.142857143
48439121610,2585,85,195,205,149,50,5,3.288201161
48439121611,4311,155,1009,461,390,43,0,3.595453491
48439121702,2328,82,776,651,7,42,0,3.52233677
48439121703,5464,471,3125,1140,307,17,43,8.620058565
48439121704,3586,297,1529,999,48,33,0,8.282208589
48439121903,6184,865,3971,1364,218,68,0,13.98771022
48439121904,4789,323,3365,831,69,55,0,6.744623095
48439121905,5056,458,1944,1655,797,54,18,9.058544304
48439121906,4186,455,2860,674,98,50,0,10.86956522
48439122001,4341,240,3405,90,33,20,0,5.528680028
48439122002,4930,421,3442,898,51,25,10,8.539553753
48439122100,7324,424,5507,181,95,15,0,5.789186237
48439122200,1927,190,1114,346,5,55,0,9.859885833
48439122300,4200,41,775,702,1226,122,0,0.976190476
48439122400,5281,259,1044,896,1231,93,0,4.904374172
48439122500,4210,160,585,560,39,17,0,3.800475059
48439122600,4195,271,630,597,61,81,0,6.460071514
48439122700,5100,294,1091,866,230,56,0,5.764705882
48439122801,4061,430,2549,692,213,18,0,10.58852499
48439122802,5062,377,2569,911,293,25,0,7.447649151
48439122900,7688,816,5510,369,595,363,0,10.61394381
48439123000,6021,265,585,761,506,56,0,4.401262249
48439123100,3438,413,1523,1546,115,27,19,12.01279814
48439123200,2662,112,1142,264,27,26,5,4.207362885
48439123300,4985,94,723,957,181,45,11,1.885656971
48439123400,2096,116,640,189,82,27,0,5.534351145
48439123500,3225,238,1952,1192,0,0,0,7.379844961
48439123600,3009,156,1368,865,110,11,0,5.18444666
48439980000,0,0,0,0,0,0,0,0
48441010100,5751,242,537,723,233,308,0,4.207963832
48441010200,2321,62,913,123,31,28,13,2.671262387
48441010300,2347,103,754,548,8,33,0,4.388581167
48441010400,2142,140,1443,165,34,0,0,6.535947712
48441010500,3279,427,1644,253,143,91,0,13.02226289
48441010600,3821,251,1054,466,67,50,0,6.568961005
48441010700,3523,295,2005,63,0,39,0,8.373545274
48441010800,1505,123,843,195,0,61,0,8.172757475
48441010900,6378,358,1078,1131,149,90,0,5.613044842
48441011000,1046,85,327,75,0,0,2,8.126195029
48441011200,2765,161,1335,185,31,38,0,5.82278481
48441011300,3367,329,1080,801,62,22,0,9.771309771
48441011400,4630,375,930,468,32,15,6,8.099352052
48441011500,3019,227,551,156,18,119,7,7.519046042
48441011600,2574,145,624,189,18,53,0,5.633255633
48441011700,2188,107,1037,124,0,12,0,4.890310786
48441011900,2103,184,1175,122,0,3,0,8.749405611
48441012000,1994,82,150,50,42,22,15,4.112337011
48441012100,543,0,42,49,0,13,0,0
48441012200,2680,178,926,210,9,60,0,6.641791045
48441012300,4245,365,1042,593,177,91,4,8.598351001
48441012400,2427,161,389,494,29,5,0,6.633704162
48441012500,3668,104,796,325,140,27,0,2.835332606
48441012600,3412,299,394,53,54,18,0,8.763188746
48441012700,7588,521,722,719,528,19,0,6.866104375
48441012801,3436,296,634,325,194,18,0,8.614668219
48441012802,3658,179,825,822,270,0,6,4.893384363
48441012900,2167,437,348,182,232,9,7,20.16612829
48441013000,1101,0,134,349,120,45,0,0
48441013100,5835,725,2207,656,181,107,38,12.42502142
48441013200,1954,105,394,25,7,91,35,5.373592631
48441013300,3436,222,843,62,51,27,0,6.461001164
48441013401,4025,466,1072,467,144,29,0,11.57763975
48441013402,8245,641,2206,351,403,45,0,7.774408733
48441013404,10269,1170,1034,450,353,111,0,11.39351446
48441013500,7972,357,696,98,142,11,0,4.478173608
48441013600,4934,140,685,73,6,100,0,2.837454398
48441980000,0,0,0,0,0,0,0,0
48443950100,862,8,548,47,0,2,0,0.928074246
48445950100,2524,264,1025,41,0,47,0,10.45958796
48445950300,2562,154,1837,379,18,43,0,6.010928962
48445950400,7529,590,3997,335,0,11,0,7.836366051
48447950300,1567,84,235,19,11,10,0,5.360561583
48449950100,2065,88,379,205,11,0,0,4.261501211
48449950200,2482,254,979,96,0,6,0,10.23368251
48449950300,9020,789,3164,578,279,0,0,8.747228381
48449950400,5492,389,1461,182,62,0,0,7.083029862
48449950500,2698,190,1828,419,6,26,12,7.042253521
48449950600,4548,321,2840,712,18,208,0,7.058047493
48449950700,1503,156,794,523,33,37,0,10.37924152
48449950800,4922,347,2570,600,11,250,75,7.049979683
48451000100,2237,229,659,22,0,0,0,10.23692445
48451000200,4018,222,2124,59,22,44,25,5.525136884
48451000300,5996,859,2925,459,154,8,0,14.32621748
48451000400,5292,173,3739,208,0,16,0,3.269085412
48451000700,4581,338,3020,197,34,51,0,7.378301681
48451000801,4782,607,1772,81,88,63,0,12.69343371
48451000802,4494,339,2280,403,206,31,0,7.543391188
48451000900,2255,113,1541,68,0,19,0,5.011086475
48451001000,5323,177,1406,1,0,27,0,3.325192561
48451001101,5974,382,2152,106,125,20,67,6.394375628
48451001102,4789,534,2160,173,18,112,0,11.15055335
48451001200,8390,450,4474,631,15,0,15,5.36352801
48451001301,7300,475,2143,774,166,105,0,6.506849315
48451001303,4509,338,1851,201,130,62,0,7.496118873
48451001304,3126,178,973,145,43,0,69,5.694177863
48451001400,6499,555,3942,463,65,114,0,8.53977535
48451001500,2782,53,472,363,307,45,136,1.905104242
48451001600,4889,321,1270,18,0,51,0,6.565759869
48451001702,2701,158,689,0,0,0,0,5.849685302
48451001704,8986,559,1564,172,248,192,0,6.220787892
48451001706,3730,223,663,334,78,13,0,5.978552279
48451001707,5383,268,1166,169,150,29,0,4.978636448
48451001708,6708,329,1890,7,132,12,0,4.904591532
48451001800,2722,165,1444,550,10,14,0,6.061719324
48451980000,0,0,0,0,0,0,0,0
48453000101,4652,279,561,88,187,80,0,5.997420464
48453000102,2604,160,122,29,92,25,0,6.144393241
48453000203,1890,33,405,148,189,9,26,1.746031746
48453000204,3013,125,469,117,257,19,0,4.148689014
48453000205,3942,200,782,122,483,23,77,5.073566717
48453000206,3361,125,461,128,150,12,0,3.719131211
48453000302,5075,146,604,275,592,78,18,2.876847291
48453000304,3237,234,540,24,161,0,0,7.228915663
48453000305,3930,103,547,142,163,36,10,2.62086514
48453000306,5520,463,1125,545,670,26,10,8.387681159
48453000307,1816,88,360,69,90,0,5,4.845814978
48453000401,4121,84,616,139,399,28,0,2.038340209
48453000402,3565,345,426,949,126,25,0,9.677419355
48453000500,4455,81,451,35,391,29,0,1.818181818
48453000601,10169,4,2226,1766,965,155,25,0.039335235
